ID Pedido,Fecha Pedido,Fecha Envío,Modo Envío,Cliente,Segmento,Ciudad,Estado,Region,Categoria,Subcategoria,Producto,Ventas,Año,Mes
CA-2017-136231,2017-09-05,2017-09-07,Second Class,Darrin Martin,Consumer,Johnson City,Tennessee,South,Office Supplies,Paper,Xerox 1971,10.272,2017,9
CA-2017-140641,2017-10-28,2017-11-02,Standard Class,Emily Phan,Consumer,Tampa,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,2017,10
CA-2015-151001,2015-04-05,2015-04-07,First Class,John Grady,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,2015,4
CA-2015-151001,2015-04-05,2015-04-07,First Class,John Grady,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,Adjustable Personal File Tote,52.096,2015,4
CA-2016-129896,2016-06-15,2016-06-20,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,West,Office Supplies,Paper,Xerox 1895,9.568,2016,6
CA-2016-129896,2016-06-15,2016-06-20,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2016,6
CA-2016-129896,2016-06-15,2016-06-20,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,2016,6
CA-2016-129896,2016-06-15,2016-06-20,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,2016,6
CA-2015-152849,2015-07-05,2015-07-12,Standard Class,David Wiener,Corporate,Knoxville,Tennessee,South,Office Supplies,Art,Newell 322,4.368,2015,7
US-2018-127341,2018-01-29,2018-02-02,Standard Class,Clytie Kelty,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,2018,1
CA-2017-167759,2017-03-03,2017-03-08,Second Class,Craig Carreira,Consumer,Bloomington,Indiana,Central,Technology,Phones,Plantronics Encore H101 Dual EarpiecesÂ Headset,134.85,2017,3
CA-2015-100895,2015-06-02,2015-06-06,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,South,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2015,6
CA-2015-100895,2015-06-02,2015-06-06,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,South,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,2015,6
CA-2015-100895,2015-06-02,2015-06-06,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2015,6
US-2017-163881,2017-11-24,2017-11-30,Standard Class,Sung Pak,Corporate,Los Angeles,California,West,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2017,11
US-2017-163881,2017-11-24,2017-11-30,Standard Class,Sung Pak,Corporate,Los Angeles,California,West,Furniture,Chairs,Global Leather Executive Chair,1684.752,2017,11
US-2017-163881,2017-11-24,2017-11-30,Standard Class,Sung Pak,Corporate,Los Angeles,California,West,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,2017,11
US-2017-144547,2017-11-10,2017-11-14,Standard Class,Maxwell Schwartz,Consumer,Houston,Texas,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.944,2017,11
US-2015-112200,2015-11-22,2015-11-28,Standard Class,Tony Chapman,Home Office,Bolingbrook,Illinois,Central,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,2015,11
CA-2018-110212,2018-05-01,2018-05-05,Standard Class,Sanjit Jacobs,Home Office,Texarkana,Arkansas,South,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,2018,5
CA-2018-134285,2018-12-07,2018-12-12,Standard Class,David Smith,Corporate,San Antonio,Texas,Central,Office Supplies,Fasteners,Binder Clips by OIC,3.552,2018,12
CA-2018-134285,2018-12-07,2018-12-12,Standard Class,David Smith,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1995,15.552,2018,12
CA-2018-102267,2018-11-30,2018-12-04,Standard Class,Stuart Calhoun,Consumer,Edinburg,Texas,Central,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2018,11
CA-2018-157980,2018-12-07,2018-12-09,First Class,Shahid Hopkins,Consumer,Toledo,Ohio,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984,2018,12
CA-2016-121097,2016-01-03,2016-01-08,Standard Class,Sylvia Foulston,Corporate,Baytown,Texas,Central,Office Supplies,Paper,Xerox 21,10.368,2016,1
CA-2016-151043,2016-11-14,2016-11-20,Standard Class,Maureen Gastineau,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2016,11
US-2016-119312,2016-10-02,2016-10-07,Second Class,Christopher Schild,Home Office,Los Angeles,California,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,2016,10
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,Speck Products Candyshell Flip Case,41.988,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,2016,4
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,2016,4
CA-2018-126788,2018-06-05,2018-06-06,First Class,Adrian Barton,Consumer,Pearland,Texas,Central,Technology,Phones,LG G3,470.376,2018,6
CA-2018-148068,2018-09-18,2018-09-25,Standard Class,Muhammed MacIntyre,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 203,19.44,2018,9
CA-2018-148068,2018-09-18,2018-09-25,Standard Class,Muhammed MacIntyre,Corporate,New York City,New York,East,Furniture,Furnishings,Ultra Door Push Plate,9.82,2018,9
US-2018-142573,2018-07-18,2018-07-23,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,West,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,2018,7
US-2018-142573,2018-07-18,2018-07-23,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,West,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568,2018,7
US-2018-142573,2018-07-18,2018-07-23,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096,2018,7
US-2018-142573,2018-07-18,2018-07-23,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656,2018,7
US-2018-142573,2018-07-18,2018-07-23,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,West,Furniture,Chairs,High-Back Leather Manager's Chair,311.976,2018,7
US-2016-148817,2016-12-01,2016-12-07,Standard Class,Keith Dawkins,Corporate,Chesapeake,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,2016,12
US-2016-148817,2016-12-01,2016-12-07,Standard Class,Keith Dawkins,Corporate,Chesapeake,Virginia,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,2016,12
CA-2017-110044,2017-06-28,2017-07-02,Second Class,Roland Fjeld,Consumer,Chicago,Illinois,Central,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,2017,6
CA-2018-146920,2018-08-28,2018-09-01,Standard Class,Sean Christensen,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,2018,8
CA-2018-146920,2018-08-28,2018-09-01,Standard Class,Sean Christensen,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72,2018,8
CA-2015-103940,2015-09-17,2015-09-21,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,West,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2015,9
CA-2015-103940,2015-09-17,2015-09-21,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,2015,9
CA-2015-103940,2015-09-17,2015-09-21,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2015,9
CA-2015-103940,2015-09-17,2015-09-21,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,2015,9
CA-2017-162082,2017-03-14,2017-03-17,First Class,John Stevenson,Consumer,Harlingen,Texas,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,2017,3
CA-2017-162082,2017-03-14,2017-03-17,First Class,John Stevenson,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,Xerox 1993,5.184,2017,3
CA-2017-162082,2017-03-14,2017-03-17,First Class,John Stevenson,Consumer,Harlingen,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,2017,3
CA-2017-132094,2017-08-26,2017-09-02,Standard Class,Vivek Grady,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,2017,8
CA-2017-132094,2017-08-26,2017-09-02,Standard Class,Vivek Grady,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2017,8
CA-2018-123001,2018-09-02,2018-09-08,Standard Class,Anthony Witt,Consumer,Bakersfield,California,West,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4,2018,9
CA-2018-123001,2018-09-02,2018-09-08,Standard Class,Anthony Witt,Consumer,Bakersfield,California,West,Office Supplies,Labels,Avery 505,74.0,2018,9
CA-2018-123001,2018-09-02,2018-09-08,Standard Class,Anthony Witt,Consumer,Bakersfield,California,West,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2018,9
CA-2016-118955,2016-06-16,2016-06-20,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,Staple envelope,28.752,2016,6
CA-2016-118955,2016-06-16,2016-06-20,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,Xerox 188,27.216,2016,6
CA-2016-118955,2016-06-16,2016-06-20,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2016,6
US-2017-143448,2017-12-10,2017-12-10,Same Day,Mark Hamilton,Consumer,Greenwood,Indiana,Central,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,2017,12
CA-2018-117863,2018-05-18,2018-05-23,Standard Class,Toby Swindell,Consumer,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2018,5
CA-2018-117863,2018-05-18,2018-05-23,Standard Class,Toby Swindell,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,2018,5
CA-2018-160458,2018-05-27,2018-05-29,Second Class,Eric Hoffmann,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,Xerox 2,25.92,2018,5
US-2017-142685,2017-06-23,2017-06-30,Standard Class,Maureen Gnade,Consumer,Buffalo,New York,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,2017,6
CA-2017-133144,2017-05-16,2017-05-21,Second Class,Denny Ordway,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 196,17.34,2017,5
CA-2018-167871,2018-11-18,2018-11-23,Standard Class,Art Ferguson,Consumer,Homestead,Florida,South,Office Supplies,Paper,Xerox 194,44.384,2018,11
CA-2018-167871,2018-11-18,2018-11-23,Standard Class,Art Ferguson,Consumer,Homestead,Florida,South,Office Supplies,Supplies,Staple remover,2.944,2018,11
CA-2017-119963,2017-11-18,2017-11-22,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Central,Office Supplies,Art,4009 Highlighters by Sanford,6.368,2017,11
CA-2017-119963,2017-11-18,2017-11-22,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2017,11
CA-2017-119963,2017-11-18,2017-11-22,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 1881,19.648,2017,11
CA-2017-119963,2017-11-18,2017-11-22,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Central,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108,2017,11
CA-2015-121167,2015-11-28,2015-11-30,Second Class,Mary O'Rourke,Consumer,Freeport,New York,East,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2015,11
US-2017-151862,2017-03-01,2017-03-08,Standard Class,Odella Nelson,Corporate,Denver,Colorado,West,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2017,3
CA-2018-152961,2018-01-15,2018-01-19,Standard Class,Sanjit Chand,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2018,1
CA-2015-133228,2015-04-04,2015-04-09,Standard Class,Maurice Satty,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,2015,4
CA-2015-133228,2015-04-04,2015-04-09,Standard Class,Maurice Satty,Consumer,Detroit,Michigan,Central,Office Supplies,Art,Newell 319,79.36,2015,4
CA-2017-114951,2017-06-26,2017-07-03,Standard Class,Duane Noonan,Consumer,San Francisco,California,West,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,2017,6
CA-2017-156573,2017-05-29,2017-06-02,Standard Class,Raymond Buch,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277,2017,5
CA-2017-156573,2017-05-29,2017-06-02,Standard Class,Raymond Buch,Consumer,Nashville,Tennessee,South,Office Supplies,Art,Newell 333,4.448,2017,5
CA-2017-156573,2017-05-29,2017-06-02,Standard Class,Raymond Buch,Consumer,Nashville,Tennessee,South,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76,2017,5
CA-2016-113901,2016-10-19,2016-10-24,Standard Class,Nicole Hansen,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,2016,10
CA-2016-113901,2016-10-19,2016-10-24,Standard Class,Nicole Hansen,Corporate,Detroit,Michigan,Central,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,2016,10
CA-2018-134838,2018-02-19,2018-02-20,First Class,Emily Ducich,Home Office,Los Angeles,California,West,Office Supplies,Art,Newell 320,12.84,2018,2
CA-2018-134838,2018-02-19,2018-02-20,First Class,Emily Ducich,Home Office,Los Angeles,California,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,2018,2
CA-2017-120257,2017-09-22,2017-09-28,Standard Class,Pierre Wener,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 348,7.872,2017,9
CA-2015-164910,2015-11-12,2015-11-17,Second Class,Denise Monton,Corporate,Asheville,North Carolina,South,Office Supplies,Art,Newell 350,7.872,2015,11
CA-2017-149902,2017-04-01,2017-04-06,Standard Class,Don Weiss,Consumer,New York City,New York,East,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,2017,4
CA-2017-146010,2017-05-20,2017-05-23,First Class,Eugene Hildebrand,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,GBC Durable Plastic Covers,40.635,2017,5
US-2016-163685,2016-06-01,2016-06-05,Standard Class,Katrina Edelman,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,2016,6
US-2016-163685,2016-06-01,2016-06-05,Standard Class,Katrina Edelman,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1928,42.24,2016,6
CA-2015-135090,2015-11-22,2015-11-26,Standard Class,Susan Pistek,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1895,53.82,2015,11
CA-2016-132374,2016-02-22,2016-02-24,Second Class,Penelope Sewall,Home Office,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 34,79.36,2016,2
CA-2017-167556,2017-03-29,2017-04-02,Standard Class,Janet Martin,Consumer,New York City,New York,East,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8â x 11â",13.48,2017,3
CA-2017-167556,2017-03-29,2017-04-02,Standard Class,Janet Martin,Consumer,New York City,New York,East,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,2017,3
CA-2017-167556,2017-03-29,2017-04-02,Standard Class,Janet Martin,Consumer,New York City,New York,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0,2017,3
CA-2017-167556,2017-03-29,2017-04-02,Standard Class,Janet Martin,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,2017,3
US-2017-116400,2017-10-22,2017-10-24,First Class,Eric Barreto,Consumer,Richmond,Virginia,South,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,2017,10
CA-2018-101308,2018-10-02,2018-10-07,Standard Class,Frank Gastineau,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,Staples,8.94,2018,10
CA-2018-101308,2018-10-02,2018-10-07,Standard Class,Frank Gastineau,Home Office,Seattle,Washington,West,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2018,10
CA-2015-114517,2015-12-23,2015-12-27,Standard Class,Tiffany House,Corporate,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316,2015,12
CA-2015-114517,2015-12-23,2015-12-27,Standard Class,Tiffany House,Corporate,New York City,New York,East,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,2015,12
CA-2018-119564,2018-12-15,2018-12-20,Standard Class,Paul Lucas,Home Office,Seattle,Washington,West,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,2018,12
CA-2017-135265,2017-07-07,2017-07-09,Second Class,Christopher Conant,Consumer,Los Angeles,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",287.968,2017,7
CA-2017-135265,2017-07-07,2017-07-09,Second Class,Christopher Conant,Consumer,Los Angeles,California,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,2017,7
CA-2017-135265,2017-07-07,2017-07-09,Second Class,Christopher Conant,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1942,48.94,2017,7
CA-2017-108735,2017-04-17,2017-04-21,Standard Class,Jessica Myrick,Consumer,Lakewood,California,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,2017,4
CA-2018-112333,2018-04-08,2018-04-14,Standard Class,Karen Ferguson,Home Office,Plainfield,New Jersey,East,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,2018,4
CA-2018-112333,2018-04-08,2018-04-14,Standard Class,Karen Ferguson,Home Office,Plainfield,New Jersey,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,2018,4
US-2017-159415,2017-04-17,2017-04-22,Standard Class,Charles Sheldon,Corporate,Columbia,Tennessee,South,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,2017,4
CA-2015-122588,2015-11-25,2015-11-27,Second Class,Andy Reiter,Consumer,Woonsocket,Rhode Island,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2015,11
CA-2015-137589,2015-11-03,2015-11-08,Standard Class,Maxwell Schwartz,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.344,2015,11
CA-2016-161998,2016-05-01,2016-05-05,Standard Class,David Bremer,Corporate,Tampa,Florida,South,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,2016,5
CA-2016-161998,2016-05-01,2016-05-05,Standard Class,David Bremer,Corporate,Tampa,Florida,South,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,2016,5
CA-2016-161998,2016-05-01,2016-05-05,Standard Class,David Bremer,Corporate,Tampa,Florida,South,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704,2016,5
CA-2016-105627,2016-03-08,2016-03-12,Standard Class,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,2016,3
CA-2016-105627,2016-03-08,2016-03-12,Standard Class,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,2016,3
CA-2016-105627,2016-03-08,2016-03-12,Standard Class,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,2016,3
CA-2016-105627,2016-03-08,2016-03-12,Standard Class,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,2016,3
CA-2016-105627,2016-03-08,2016-03-12,Standard Class,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,2016,3
US-2016-149629,2016-07-17,2016-07-20,Second Class,Michael Paige,Corporate,Port Saint Lucie,Florida,South,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,2016,7
CA-2015-116834,2015-10-11,2015-10-16,Standard Class,Dean percer,Home Office,Seattle,Washington,West,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,2015,10
CA-2015-116834,2015-10-11,2015-10-16,Standard Class,Dean percer,Home Office,Seattle,Washington,West,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,2015,10
CA-2017-145730,2017-03-03,2017-03-08,Standard Class,Chris Cortes,Consumer,San Antonio,Texas,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,2017,3
CA-2017-145730,2017-03-03,2017-03-08,Standard Class,Chris Cortes,Consumer,San Antonio,Texas,Central,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,2017,3
CA-2017-145730,2017-03-03,2017-03-08,Standard Class,Chris Cortes,Consumer,San Antonio,Texas,Central,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,2017,3
US-2016-168732,2016-12-10,2016-12-16,Standard Class,Khloe Miller,Consumer,Roswell,Georgia,South,Office Supplies,Art,Staples in misc. colors,1.78,2016,12
US-2016-168732,2016-12-10,2016-12-16,Standard Class,Khloe Miller,Consumer,Roswell,Georgia,South,Office Supplies,Paper,Xerox 201,25.92,2016,12
US-2016-168732,2016-12-10,2016-12-16,Standard Class,Khloe Miller,Consumer,Roswell,Georgia,South,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,2016,12
CA-2016-107468,2016-12-18,2016-12-22,Standard Class,Michael Kennedy,Corporate,Louisville,Colorado,West,Office Supplies,Art,Newell 320,6.848,2016,12
CA-2018-144463,2018-01-01,2018-01-05,Standard Class,Steven Cartwright,Consumer,Los Angeles,California,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,2018,1
CA-2018-100811,2018-11-21,2018-11-24,First Class,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1972,8.448,2018,11
CA-2018-100811,2018-11-21,2018-11-24,First Class,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,2018,11
CA-2016-153612,2016-12-22,2016-12-27,Standard Class,Beth Thompson,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,Newell 336,17.12,2016,12
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Labels,Avery 474,8.64,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1944,193.8,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1962,21.4,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1890,97.88,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB,251.91,2016,8
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Fred Harton,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,2016,8
CA-2015-154963,2015-06-22,2015-06-27,Standard Class,Anna Andreadi,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,2015,6
CA-2015-154963,2015-06-22,2015-06-27,Standard Class,Anna Andreadi,Consumer,Chester,Pennsylvania,East,Technology,Phones,Panasonic Kx-TS550,82.782,2015,6
CA-2015-154963,2015-06-22,2015-06-27,Standard Class,Anna Andreadi,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,2015,6
